cie_code,cie_name
C881,ENFERMEDAD DE CADENA PESADA ALFA
C882,OTRAS ENFERMEDADES DE CADENA PESADA
C883,ENFERMEDAD INMUNOPROLIFERATIVA DEL INTESTINO DELGADO
C884,LINFOMA DE CÉLULAS B EXTRANODAL DE ZONA MARGINAL DE TEJIDO LINFOIDE ASOCIADO A MUCOSAS [LINFOMA TLAM]
C887,OTRAS ENFERMEDADES INMUNOPROLIFERATIVAS MALIGNAS
C889,"ENFERMEDAD INMUNOPROLIFERATIVA MALIGNA, SIN OTRA ESPECIFICACIÓN"
C90,MIELOMA MÚLTIPLE Y TUMORES MALIGNOS DE CÉLULAS PLASMÁTICAS
C900,MIELOMA MÚLTIPLE
C901,LEUCEMIA DE CÉLULAS PLASMÁTICAS
C902,PLASMOCITOMA EXTRAMEDULAR
C903,PLASMOCITOMA SOLITARIO
C91,LEUCEMIA LINFOIDE
C910,LEUCEMIA LINFOBLÁSTICA AGUDA [LLA]
C911,LEUCEMIA LINFOCÍTICA CRÓNICA DE CÉLULA TIPO B
C912,LEUCEMIA LINFOCÍTICA SUBAGUDA
C913,LEUCEMIA PROLINFOCÍTICA DE CÉLULA TIPO B
C914,LEUCEMIA DE CÉLULAS VELLOSAS
C915,LEUCEMIA/LINFOMA DE CÉLULAS T ADULTAS [HTLV-1-ASOCIADO]
C916,LEUCEMIA PROLINFOCÍTICA DE CÉLULAS TIPO T
C917,OTRAS LEUCEMIAS LINFOIDES
C918,LEUCEMIA TIPO BURKITT DE CÉLULAS B MADURAS
C919,"LEUCEMIA LINFOIDE, SIN OTRA ESPECIFICACIÓN"
C92,LEUCEMIA MIELOIDE
C920,LEUCEMIA MIELOBLÁSTICA AGUDA [LMA]
C921,"LEUCEMIA MIELOIDE CRÓNICA [LMC], BCR/ABL-POSITIVO"
C922,"LEUCEMIA MIELOIDE CRÓNICA ATÍPICA, BCR/ABL-NEGATIVO"
C923,SARCOMA MIELOIDE
C924,LEUCEMIA PROMIELOCÍTICA AGUDA [LPA]
C925,LEUCEMIA MIELOMONOCÍTICA AGUDA
C926,LEUCEMIA MIELOIDE AGUDA CON ANORMALIDAD 11Q23
C927,OTRAS LEUCEMIAS MIELOIDES
C928,LEUCEMIA MIELOIDE AGUDA CON DISPLASIA MULTILINAJE
C929,"LEUCEMIA MIELOIDE, SIN OTRA ESPECIFICACIÓN"
C93,LEUCEMIA MONOCÍTICA
C930,LEUCEMIA MONOCÍTICA/MONOBLÁSTICA AGUDA
C931,LEUCEMIA MIELOMONOCÍTICA CRÓNICA
C932,LEUCEMIA MONOCÍTICA SUBAGUDA
C933,LEUCEMIA MIELOMONOCÍTICA JUVENIL
C937,OTRAS LEUCEMIAS MONOCÍTICAS
C939,"LEUCEMIA MONOCÍTICA, SIN OTRA ESPECIFICACIÓN"
C94,OTRAS LEUCEMIAS DE TIPO CELULAR ESPECIFICADO
C940,LEUCEMIA ERITROIDE AGUDA
C941,ERITREMIA CRÓNICA
C942,LEUCEMIA MEGACARIOBLÁSTICA AGUDA
C943,LEUCEMIA DE MASTOCITOS
C944,PANMIELOSIS AGUDA CON MIELOFIBROSIS
C945,MIELOFIBROSIS AGUDA
C946,"ENFERMEDAD MIELODISPLÁSICA Y MIELOPROLIFERATIVA, NO CLASIFICADA EN OTRA PARTE"
C947,OTRAS LEUCEMIAS ESPECIFICADAS
C95,LEUCEMIA DE CÉLULAS DE TIPO NO ESPECIFICADO
C950,"LEUCEMIA AGUDA, CÉLULAS DE TIPO NO ESPECIFICADO"
C951,"LEUCEMIA CRÓNICA, CÉLULAS DE TIPO NO ESPECIFICADO"
C952,"LEUCEMIA SUBAGUDA, CÉLULAS DE TIPO NO ESPECIFICADO"
C957,OTRAS LEUCEMIAS DE CÉLULAS DE TIPO NO ESPECIFICADO
C959,"LEUCEMIA, NO ESPECIFICADA"
C96,"OTROS TUMORES MALIGNOS Y LOS NO ESPECIFICADOS DEL TEJIDO LINFÁTICO, DE LOS ÓRGANOS HEMATOPOYÉTICOS Y DE TEJIDOS AFINES"
C960,HISTIOCITOSIS DE CÉLULAS DE LANGERHANS MULTIFOCAL Y MULTISISTÉMICA (DISEMINADA) [ENFERMEDAD DE LETTERER-SIWE]
C961,HISTIOCITOSIS MALIGNA
C962,TUMOR MALIGNO DE MASTOCITOS
C963,LINFOMA HISTIOCÍTICO VERDADERO
C964,SARCOMA DE CÉLULAS DENDRÍTICAS (CÉLULAS ACCESORIAS)
C965,HISTIOCITOSIS DE CÉLULAS DE LANGERHANS MULTIFOCAL Y UNISISTÉMICA
C966,HISTIOCITOSIS DE CÉLULAS DE LANGERHANS UNIFOCAL
C967,"OTROS TUMORES MALIGNOS ESPECIFICADOS DEL TEJIDO LINFÁTICO, HEMATOPOYÉTICO Y TEJIDOS AFINES"
C968,SARCOMA HISTIOCÍTICO
C969,"TUMOR MALIGNO DEL TEJIDO LINFÁTICO, HEMATOPOYÉTICO Y TEJIDOS AFINES, SIN OTRA ESPECIFICACIÓN"
C97X,TUMORES MALIGNOS (PRIMARIOS) DE SITIOS MÚLTIPLES INDEPENDIENTES
D00,"CARCINOMA IN SITU DE LA CAVIDAD BUCAL, DEL ESÓFAGO Y DEL ESTÓMAGO"
D000,"CARCINOMA IN SITU DEL LABIO, DE LA CAVIDAD BUCAL Y DE LA FARINGE"
D001,CARCINOMA IN SITU DEL ESÓFAGO
D002,CARCINOMA IN SITU DEL ESTÓMAGO
D01,CARCINOMA IN SITU DE OTROS ÓRGANOS DIGESTIVOS Y DE LOS NO ESPECIFICADOS
D010,CARCINOMA IN SITU DEL COLON
D011,CARCINOMA IN SITU DE LA UNIÓN RECTOSIGMOIDEA
D012,CARCINOMA IN SITU DEL RECTO
D013,CARCINOMA IN SITU DEL ANO Y DEL CONDUCTO ANAL
D014,CARCINOMA IN SITU DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL INTESTINO
D015,"CARCINOMA IN SITU DEL HÍGADO, DE LA VESÍCULA BILIAR Y DEL CONDUCTO BILIAR"
D017,CARCINOMA IN SITU DE OTRAS PARTES ESPECIFICADAS DE ÓRGANOS DIGESTIVOS
D019,CARCINOMA IN SITU DE ÓRGANOS DIGESTIVOS NO ESPECIFICADOS
D02,CARCINOMA IN SITU DEL SISTEMA RESPIRATORIO Y DEL OÍDO MEDIO
D020,CARCINOMA IN SITU DE LA LARINGE
D021,CARCINOMA IN SITU DE LA TRÁQUEA
D022,CARCINOMA IN SITU DEL BRONQUIO Y DEL PULMÓN
D023,CARCINOMA IN SITU DE OTRAS PARTES DEL SISTEMA RESPIRATORIO
D024,CARCINOMA IN SITU DE ÓRGANOS RESPIRATORIOS NO ESPECIFICADOS
D03,MELANOMA IN SITU
D030,MELANOMA IN SITU DEL LABIO
D031,MELANOMA IN SITU DEL PÁRPADO Y DE LA COMISURA PALPEBRAL
D032,MELANOMA IN SITU DE LA OREJA Y DEL CONDUCTO AUDITIVO EXTERNO
D033,MELANOMA IN SITU DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CARA
D034,MELANOMA IN SITU DEL CUERO CABELLUDO Y DEL CUELLO
D035,MELANOMA IN SITU DEL TRONCO
D036,"MELANOMA IN SITU DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO"
D037,"MELANOMA IN SITU DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA"
D038,MELANOMA IN SITU DE OTROS SITIOS
D039,"MELANOMA IN SITU, SITIO NO ESPECIFICADO"
D04,CARCINOMA IN SITU DE LA PIEL
D040,CARCINOMA IN SITU DE LA PIEL DEL LABIO
D041,CARCINOMA IN SITU DE LA PIEL DEL PÁRPADO Y DE LA COMISURA PALPEBRAL
D042,CARCINOMA IN SITU DE LA PIEL DE LA OREJA Y DEL CONDUCTO AUDITIVO EXTERNO
D043,CARCINOMA IN SITU DE LA PIEL DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CARA
D044,CARCINOMA IN SITU DE LA PIEL DEL CUERO CABELLUDO Y CUELLO
D045,CARCINOMA IN SITU DE LA PIEL DEL TRONCO
D046,"CARCINOMA IN SITU DE LA PIEL DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO"
D047,"CARCINOMA IN SITU DE LA PIEL DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA"
D048,CARCINOMA IN SITU DE LA PIEL DE OTROS SITIOS ESPECIFICADOS
D049,"CARCINOMA IN SITU DE LA PIEL, SITIO NO ESPECIFICADO"
D05,CARCINOMA IN SITU DE LA MAMA
D050,CARCINOMA IN SITU LOBULAR
D051,CARCINOMA IN SITU INTRACANALICULAR
D057,OTROS CARCINOMAS IN SITU DE LA MAMA
D059,"CARCINOMA IN SITU DE LA MAMA, PARTE NO ESPECIFICADA"
D06,CARCINOMA IN SITU DEL CUELLO DEL ÚTERO
D060,CARCINOMA IN SITU DEL ENDOCÉRVIX
D061,CARCINOMA IN SITU DEL EXOCÉRVIX
D067,CARCINOMA IN SITU DE OTRAS PARTES ESPECIFICADAS DEL CUELLO DEL ÚTERO
D069,"CARCINOMA IN SITU DEL CUELLO DEL ÚTERO, PARTE NO ESPECIFICADA"
D07,CARCINOMA IN SITU DE OTROS ÓRGANOS GENITALES Y DE LOS NO ESPECIFICADOS
D070,CARCINOMA IN SITU DEL ENDOMETRIO
D071,CARCINOMA IN SITU DE LA VULVA
D072,CARCINOMA IN SITU DE LA VAGINA
D073,CARCINOMA IN SITU DE OTROS SITIOS DE ÓRGANOS GENITALES FEMENINOS Y DE LOS NO ESPECIFICADOS
D074,CARCINOMA IN SITU DEL PENE
D075,CARCINOMA IN SITU DE LA PRÓSTATA
D076,CARCINOMA IN SITU DE OTROS ÓRGANOS GENITALES MASCULINOS Y DE LOS NO ESPECIFICADOS
D09,CARCINOMA IN SITU DE OTROS SITIOS Y DE LOS NO ESPECIFICADOS
D090,CARCINOMA IN SITU DE LA VEJIGA
D091,CARCINOMA IN SITU DE OTROS ÓRGANOS URINARIOS Y DE LOS NO ESPECIFICADOS
D092,CARCINOMA IN SITU DEL OJO
D093,CARCINOMA IN SITU DE LA GLÁNDULA TIROIDES Y DE OTRAS GLÁNDULAS ENDOCRINAS
D097,CARCINOMA IN SITU DE OTROS SITIOS ESPECIFICADOS
D099,"CARCINOMA IN SITU, SITIO NO ESPECIFICADO"
D10,TUMOR BENIGNO DE LA BOCA Y DE LA FARINGE
D100,TUMOR BENIGNO DEL LABIO
D101,TUMOR BENIGNO DE LA LENGUA
D102,TUMOR BENIGNO DEL PISO DE LA BOCA
D103,TUMOR BENIGNO DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA BOCA
D104,TUMOR BENIGNO DE LA AMÍGDALA
D105,TUMOR BENIGNO DE OTRAS PARTES DE LA OROFARINGE
D106,TUMOR BENIGNO DE LA NASOFARINGE
D107,TUMOR BENIGNO DE LA HIPOFARINGE
D109,"TUMOR BENIGNO DE LA FARINGE, PARTE NO ESPECIFICADA"
D11,TUMOR BENIGNO DE LAS GLÁNDULAS SALIVALES MAYORES
D110,TUMOR BENIGNO DE LA GLÁNDULA PARÓTIDA
D117,TUMOR BENIGNO DE OTRAS GLÁNDULAS SALIVALES MAYORES ESPECIFICADAS
D119,"TUMOR BENIGNO DE LA GLÁNDULA SALIVAL MAYOR, SIN OTRA ESPECIFICACIÓN"
D12,"TUMOR BENIGNO DEL COLON, DEL RECTO, DEL CONDUCTO ANAL Y DEL ANO"
D120,TUMOR BENIGNO DEL CIEGO
D121,TUMOR BENIGNO DEL APÉNDICE
D122,TUMOR BENIGNO DEL COLON ASCENDENTE
D123,TUMOR BENIGNO DEL COLON TRANSVERSO
D124,TUMOR BENIGNO DEL COLON DESCENDENTE
D125,TUMOR BENIGNO DEL COLON SIGMOIDE
D126,"TUMOR BENIGNO DEL COLON, PARTE NO ESPECIFICADA"
D127,TUMOR BENIGNO DE LA UNIÓN RECTOSIGMOIDEA
D128,TUMOR BENIGNO DEL RECTO
D129,TUMOR BENIGNO DEL CONDUCTO ANAL Y DEL ANO
D13,TUMOR BENIGNO DE OTRAS PARTES Y DE LAS MAL DEFINIDAS DEL SISTEMA DIGESTIVO
D130,TUMOR BENIGNO DEL ESÓFAGO
D131,TUMOR BENIGNO DEL ESTÓMAGO
D132,TUMOR BENIGNO DEL DUODENO
D133,TUMOR BENIGNO DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL INTESTINO DELGADO
D134,TUMOR BENIGNO DEL HÍGADO
D135,TUMOR BENIGNO DE LAS VÍAS BILIARES EXTRAHEPÁTICAS
D136,TUMOR BENIGNO DEL PÁNCREAS
D137,TUMOR BENIGNO DEL PÁNCREAS ENDOCRINO
D139,TUMOR BENIGNO DE SITIOS MAL DEFINIDOS DEL SISTEMA DIGESTIVO
D14,TUMOR BENIGNO DEL OÍDO MEDIO Y DEL SISTEMA RESPIRATORIO
D140,"TUMOR BENIGNO DEL OÍDO MEDIO, DE LA CAVIDAD NASAL Y DE LOS SENOS PARANASALES"
D141,TUMOR BENIGNO DE LA LARINGE
D142,TUMOR BENIGNO DE LA TRÁQUEA
D143,TUMOR BENIGNO DE LOS BRONQUIOS Y DEL PULMÓN
D144,"TUMOR BENIGNO DEL SISTEMA RESPIRATORIO, SITIO NO ESPECIFICADO"
D15,TUMOR BENIGNO DE OTROS ÓRGANOS INTRATORÁCICOS Y DE LOS NO ESPECIFICADOS
D150,TUMOR BENIGNO DEL TIMO
D151,TUMOR BENIGNO DEL CORAZÓN
D152,TUMOR BENIGNO DEL MEDIASTINO
D157,TUMOR BENIGNO DE OTROS ÓRGANOS INTRATORÁCICOS ESPECIFICADOS
D159,TUMOR BENIGNO DE ÓRGANO INTRATORÁCICO NO ESPECIFICADO
D16,TUMOR BENIGNO DEL HUESO Y DEL CARTÍLAGO ARTICULAR
D160,TUMOR BENIGNO DEL OMÓPLATO Y HUESOS LARGOS DEL MIEMBRO SUPERIOR
D161,TUMOR BENIGNO DE LOS HUESOS CORTOS DEL MIEMBRO SUPERIOR
D162,TUMOR BENIGNO DE LOS HUESOS LARGOS DEL MIEMBRO INFERIOR
D163,TUMOR BENIGNO DE LOS HUESOS CORTOS DEL MIEMBRO INFERIOR
D164,TUMOR BENIGNO DE LOS HUESOS DEL CRÁNEO Y DE LA CARA
D165,TUMOR BENIGNO DEL MAXILAR INFERIOR
D166,TUMOR BENIGNO DE LA COLUMNA VERTEBRAL
D167,"TUMOR BENIGNO DE LAS COSTILLAS, ESTERNÓN Y CLAVÍCULA"
D168,"TUMOR BENIGNO DE LOS HUESOS PÉLVICOS, SACRO Y CÓCCIX"
D169,"TUMOR BENIGNO DEL HUESO Y DEL CARTÍLAGO ARTICULAR, SITIO NO ESPECIFICADO"
D17,TUMORES BENIGNOS LIPOMATOSOS
D170,"TUMOR BENIGNO LIPOMATOSO DE PIEL Y DE TEJIDO SUBCUTÁNEO DE CABEZA, CARA Y CUELLO"
D171,TUMOR BENIGNO LIPOMATOSO DE PIEL Y DE TEJIDO SUBCUTÁNEO DEL TRONCO
D172,TUMOR BENIGNO LIPOMATOSO DE PIEL Y DE TEJIDO SUBCUTÁNEO DE MIEMBROS
D173,TUMOR BENIGNO LIPOMATOSO DE PIEL Y DE TEJIDO SUBCUTÁNEO DE OTROS SITIOS Y DE LOS NO ESPECIFICADOS
D174,TUMOR BENIGNO LIPOMATOSO DE LOS ÓRGANOS INTRATORÁCICOS
D175,TUMOR BENIGNO LIPOMATOSO DE LOS ÓRGANOS INTRAABDOMINALES
D176,TUMOR BENIGNO LIPOMATOSO DEL CORDÓN ESPERMÁTICO
D177,TUMOR BENIGNO LIPOMATOSO DE OTROS SITIOS ESPECIFICADOS
D179,"TUMOR BENIGNO LIPOMATOSO, DE SITIO NO ESPECIFICADO"
D18,HEMANGIOMA Y LINFANGIOMA DE CUALQUIER SITIO
D180,"HEMANGIOMA, DE CUALQUIER SITIO"
D181,"LINFANGIOMA, DE CUALQUIER SITIO"
D19,TUMORES BENIGNOS DEL TEJIDO MESOTELIAL
D190,TUMOR BENIGNO DEL TEJIDO MESOTELIAL DE LA PLEURA
D191,TUMOR BENIGNO DEL TEJIDO MESOTELIAL DEL PERITONEO
D197,TUMOR BENIGNO DEL TEJIDO MESOTELIAL DE OTROS SITIOS ESPECIFICADOS
D199,"TUMOR BENIGNO DEL TEJIDO MESOTELIAL, DE SITIO NO ESPECIFICADO"
D20,TUMOR BENIGNO DEL TEJIDO BLANDO DEL PERITONEO Y DEL RETROPERITONEO
D200,TUMOR BENIGNO DEL RETROPERITONEO
D201,TUMOR BENIGNO DEL PERITONEO
D21,OTROS TUMORES BENIGNOS DEL TEJIDO CONJUNTIVO Y DE LOS TEJIDOS BLANDOS
D210,"TUMOR BENIGNO DEL TEJIDO CONJUNTIVO Y DE OTROS TEJIDOS BLANDOS DE CABEZA, CARA Y CUELLO"
D211,"TUMOR BENIGNO DEL TEJIDO CONJUNTIVO Y DE OTROS TEJIDOS BLANDOS DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO"
D212,"TUMOR BENIGNO DEL TEJIDO CONJUNTIVO Y DE OTROS TEJIDOS BLANDOS DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA"
D213,TUMOR BENIGNO DEL TEJIDO CONJUNTIVO Y DE OTROS TEJIDOS BLANDOS DEL TÓRAX
D214,TUMOR BENIGNO DEL TEJIDO CONJUNTIVO Y OTROS TEJIDOS BLANDOS DEL ABDOMEN
D215,TUMOR BENIGNO DEL TEJIDO CONJUNTIVO Y OTROS TEJIDOS BLANDOS DE LA PELVIS
D216,"TUMOR BENIGNO DEL TEJIDO CONJUNTIVO Y OTROS TEJIDOS BLANDOS DEL TRONCO, SIN OTRA ESPECIFICACIÓN"
D219,"TUMOR BENIGNO DEL TEJIDO CONJUNTIVO Y OTROS TEJIDOS BLANDOS, DE SITIO NO ESPECIFICADO"
D22,NEVO MELANOCÍTICO
D220,NEVO MELANOCÍTICO DEL LABIO
D221,"NEVO MELANOCÍTICO DEL PÁRPADO, INCLUIDA LA COMISURA PALPEBRAL"
D222,NEVO MELANOCÍTICO DE LA OREJA Y DEL CONDUCTO AUDITIVO EXTERNO
D223,NEVO MELANOCÍTICO DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CARA
D224,NEVO MELANOCÍTICO DEL CUERO CABELLUDO Y DEL CUELLO
D225,NEVO MELANOCÍTICO DEL TRONCO
D226,"NEVO MELANOCÍTICO DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO"
D227,"NEVO MELANOCÍTICO DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA"
D229,"NEVO MELANOCÍTICO, SITIO NO ESPECIFICADO"
D23,OTROS TUMORES BENIGNOS DE LA PIEL
D230,TUMOR BENIGNO DE LA PIEL DEL LABIO
D231,"TUMOR BENIGNO DE LA PIEL DEL PÁRPADO, INCLUIDA LA COMISURA PALPEBRAL"
D232,TUMOR BENIGNO DE LA PIEL DE LA OREJA Y DEL CONDUCTO AUDITIVO EXTERNO
D233,TUMOR BENIGNO DE LA PIEL DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CARA
D234,TUMOR BENIGNO DE LA PIEL DEL CUERO CABELLUDO Y DEL CUELLO
D235,TUMOR BENIGNO DE LA PIEL DEL TRONCO
D236,"TUMOR BENIGNO DE LA PIEL DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO"
D237,"TUMOR BENIGNO DE LA PIEL DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA"
D239,"TUMOR BENIGNO DE LA PIEL, SITIO NO ESPECIFICADO"
D24X,TUMOR BENIGNO DE LA MAMA
D25,LEIOMIOMA DEL ÚTERO
D250,LEIOMIOMA SUBMUCOSO DEL ÚTERO
D251,LEIOMIOMA INTRAMURAL DEL ÚTERO
D252,LEIOMIOMA SUBSEROSO DEL ÚTERO
D259,"LEIOMIOMA DEL ÚTERO, SIN OTRA ESPECIFICACIÓN"
D26,OTROS TUMORES BENIGNOS DEL ÚTERO
D260,TUMOR BENIGNO DEL CUELLO DEL ÚTERO
D261,TUMOR BENIGNO DEL CUERPO DEL ÚTERO
D267,TUMOR BENIGNO DE OTRAS PARTES ESPECIFICADAS DEL ÚTERO
D269,"TUMOR BENIGNO DEL ÚTERO, PARTE NO ESPECIFICADA"
D27X,TUMOR BENIGNO DEL OVARIO
D28,TUMOR BENIGNO DE OTROS ÓRGANOS GENITALES FEMENINOS Y DE LOS NO ESPECIFICADOS
D280,TUMOR BENIGNO DE LA VULVA
D281,TUMOR BENIGNO DE LA VAGINA
D282,TUMOR BENIGNO DE LA TROMPA DE FALOPIO Y DE LOS LIGAMENTOS UTERINOS
D287,TUMOR BENIGNO DE OTROS SITIOS ESPECIFICADOS DE LOS ÓRGANOS GENITALES FEMENINOS
D289,"TUMOR BENIGNO DE ÓRGANO GENITAL FEMENINO, SITIO NO ESPECIFICADO"
D29,TUMOR BENIGNO DE LOS ÓRGANOS GENITALES MASCULINOS
D290,TUMOR BENIGNO DEL PENE
D291,TUMOR BENIGNO DE LA PRÓSTATA
D292,TUMOR BENIGNO DE LOS TESTÍCULOS
D293,TUMOR BENIGNO DEL EPIDÍDIMO
D294,TUMOR BENIGNO DEL ESCROTO
D297,TUMOR BENIGNO DE OTROS ÓRGANOS GENITALES MASCULINOS
D299,"TUMOR BENIGNO DE ÓRGANO GENITAL MASCULINO, SITIO NO ESPECIFICADO"
D30,TUMOR BENIGNO DE LOS ÓRGANOS URINARIOS
D300,TUMOR BENIGNO DEL RIÑÓN
D301,TUMOR BENIGNO DE LA PELVIS RENAL
D302,TUMOR BENIGNO DEL URÉTER
D303,TUMOR BENIGNO DE LA VEJIGA
D304,TUMOR BENIGNO DE LA URETRA
D307,TUMOR BENIGNO DE OTROS ÓRGANOS URINARIOS
D309,TUMOR BENIGNO DE ÓRGANO URINARIO NO ESPECIFICADO
D31,TUMOR BENIGNO DEL OJO Y SUS ANEXOS
D310,TUMOR BENIGNO DE LA CONJUNTIVA
D311,TUMOR BENIGNO DE LA CÓRNEA
D312,TUMOR BENIGNO DE LA RETINA
D313,TUMOR BENIGNO DE LA COROIDES
D314,TUMOR BENIGNO DEL CUERPO CILIAR
D315,TUMOR BENIGNO DE LAS GLÁNDULAS Y DE LOS CONDUCTOS LAGRIMALES
D316,"TUMOR BENIGNO DE LA ÓRBITA, PARTE NO ESPECIFICADA"
D319,"TUMOR BENIGNO DEL OJO, PARTE NO ESPECIFICADA"
D32,TUMORES BENIGNOS DE LAS MENINGES
D320,TUMOR BENIGNO DE LAS MENINGES CEREBRALES
D321,TUMOR BENIGNO DE LAS MENINGES RAQUÍDEAS
D329,"TUMOR BENIGNO DE LAS MENINGES, PARTE NO ESPECIFICADA"
D33,TUMOR BENIGNO DEL ENCÉFALO Y DE OTRAS PARTES DEL SISTEMA NERVIOSO CENTRAL
D330,"TUMOR BENIGNO DEL ENCÉFALO, SUPRATENTORIAL"
D331,"TUMOR BENIGNO DEL ENCÉFALO, INFRATENTORIAL"
D332,"TUMOR BENIGNO DEL ENCÉFALO, PARTE NO ESPECIFICADA"
D333,TUMOR BENIGNO DE LOS NERVIOS CRANEALES
D334,TUMOR BENIGNO DE LA MÉDULA ESPINAL
D337,TUMOR BENIGNO DE OTRAS PARTES ESPECIFICADAS DEL SISTEMA NERVIOSO CENTRAL
D339,"TUMOR BENIGNO DEL SISTEMA NERVIOSO CENTRAL, SITIO NO ESPECIFICADO"
D34X,TUMOR BENIGNO DE LA GLÁNDULA TIROIDES
D35,TUMOR BENIGNO DE OTRAS GLÁNDULAS ENDOCRINAS Y DE LAS NO ESPECIFICADAS
D350,TUMOR BENIGNO DE LA GLÁNDULA SUPRARRENAL
D351,TUMOR BENIGNO DE LA GLÁNDULA PARATIROIDES
D352,TUMOR BENIGNO DE LA HIPÓFISIS
D353,TUMOR BENIGNO DEL CONDUCTO CRANEOFARINGEO
D354,TUMOR BENIGNO DE LA GLÁNDULA PINEAL
D355,TUMOR BENIGNO DEL CUERPO CAROTÍDEO
D356,TUMOR BENIGNO DEL CUERPO AÓRTICO Y DE OTROS CUERPOS CROMAFINES
D357,TUMOR BENIGNO DE OTRAS GLÁNDULAS ENDOCRINAS ESPECIFICADAS
D358,TUMOR BENIGNO PLURIGLANDULAR
D359,TUMOR BENIGNO DE GLÁNDULA ENDOCRINA NO ESPECIFICADA
D36,TUMOR BENIGNO DE OTROS SITIOS Y DE LOS NO ESPECIFICADOS
D360,TUMOR BENIGNO DE LOS GANGLIOS LINFÁTICOS
D361,TUMOR BENIGNO DE LOS NERVIOS PERIFÉRICOS Y DEL SISTEMA NERVIOSO AUTÓNOMO
D367,TUMOR BENIGNO DE OTROS SITIOS ESPECIFICADOS
D369,TUMOR BENIGNO DE SITIO NO ESPECIFICADO
D37,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA CAVIDAD BUCAL Y DE LOS ÓRGANOS DIGESTIVOS
D370,"TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL LABIO, DE LA CAVIDAD BUCAL Y DE LA FARINGE"
D371,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL ESTÓMAGO
D372,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL INTESTINO DELGADO
D373,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL APÉNDICE
D374,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL COLON
D375,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL RECTO
D376,"TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL HÍGADO, DE LA VESÍCULA BILIAR Y DEL CONDUCTO BILIAR"
D377,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE OTROS ÓRGANOS DIGESTIVOS ESPECIFICADOS
D379,"TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE ÓRGANOS DIGESTIVOS, SITIO NO ESPECIFICADO"
D38,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL OÍDO MEDIO Y DE LOS ÓRGANOS RESPIRATORIOS E INTRATORÁCICOS
D380,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LARINGE
D381,"TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA TRÁQUEA, DE LOS BRONQUIOS Y DEL PULMÓN"
D382,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA PLEURA
D383,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL MEDIASTINO
D384,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL TIMO
D385,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE OTROS ÓRGANOS RESPIRATORIOS Y DEL OÍDO MEDIO
D386,"TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE ÓRGANOS RESPIRATORIOS, SITIO NO ESPECIFICADO"
D39,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LOS ÓRGANOS GENITALES FEMENINOS
D390,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL ÚTERO
D391,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL OVARIO
D392,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA PLACENTA
D397,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE OTROS ÓRGANOS GENITALES FEMENINOS
D399,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE ÓRGANO GENITAL FEMENINO NO ESPECIFICADO
